Graficar despejando Y
X:-5	Y:-21		Xg:-50	Yg:-210
X:2,600017	Y:-10,36011		Xg:26,00017	Yg:-103,6011
X:2,610017	Y:-10,42221		Xg:26,10017	Yg:-104,2221
X:2,620017	Y:-10,48451		Xg:26,20017	Yg:-104,8451
X:2,630017	Y:-10,54701		Xg:26,30017	Yg:-105,4701
X:2,640017	Y:-10,60971		Xg:26,40017	Yg:-106,0971
X:2,650017	Y:-10,67261		Xg:26,50017	Yg:-106,7261
X:2,660017	Y:-10,73571		Xg:26,60017	Yg:-107,3571
X:2,670017	Y:-10,79901		Xg:26,70017	Yg:-107,9901
X:2,680017	Y:-10,86251		Xg:26,80017	Yg:-108,6251
X:2,690017	Y:-10,92621		Xg:26,90017	Yg:-109,2621
X:2,700017	Y:-10,99011		Xg:27,00017	Yg:-109,9011
X:2,710017	Y:-11,05421		Xg:27,10017	Yg:-110,5421
X:2,720017	Y:-11,11851		Xg:27,20017	Yg:-111,1851
X:2,730017	Y:-11,18301		Xg:27,30017	Yg:-111,8301
X:2,740017	Y:-11,24771		Xg:27,40017	Yg:-112,4771
X:2,750017	Y:-11,31261		Xg:27,50017	Yg:-113,1261
X:2,760017	Y:-11,37771		Xg:27,60017	Yg:-113,7771
X:2,770017	Y:-11,44301		Xg:27,70017	Yg:-114,4301
X:2,780017	Y:-11,50851		Xg:27,80017	Yg:-115,0851
X:2,790017	Y:-11,57421		Xg:27,90017	Yg:-115,7421
X:2,800017	Y:-11,64011		Xg:28,00017	Yg:-116,4011
X:2,810017	Y:-11,70621		Xg:28,10017	Yg:-117,0621
X:2,820017	Y:-11,77251		Xg:28,20017	Yg:-117,7251
X:2,830017	Y:-11,83901		Xg:28,30017	Yg:-118,3901
X:2,840017	Y:-11,90571		Xg:28,40017	Yg:-119,0571
X:2,850017	Y:-11,97261		Xg:28,50017	Yg:-119,7261
X:2,860017	Y:-12,03971		Xg:28,60017	Yg:-120,3971
X:2,870017	Y:-12,10701		Xg:28,70017	Yg:-121,0701
X:2,880017	Y:-12,17451		Xg:28,80017	Yg:-121,7451
X:2,890017	Y:-12,24221		Xg:28,90017	Yg:-122,4221
X:2,900017	Y:-12,31011		Xg:29,00017	Yg:-123,1011
X:2,910017	Y:-12,37821		Xg:29,10017	Yg:-123,7822
X:2,920017	Y:-12,44652		Xg:29,20017	Yg:-124,4651
X:2,930017	Y:-12,51501		Xg:29,30017	Yg:-125,1501
X:2,940017	Y:-12,58372		Xg:29,40017	Yg:-125,8372
X:2,950017	Y:-12,65262		Xg:29,50017	Yg:-126,5262
X:2,960017	Y:-12,72172		Xg:29,60017	Yg:-127,2172
X:2,970017	Y:-12,79102		Xg:29,70017	Yg:-127,9102
X:2,980017	Y:-12,86052		Xg:29,80017	Yg:-128,6052
X:2,990017	Y:-12,93022		Xg:29,90017	Yg:-129,3022
X:3,000017	Y:-13,00012		Xg:30,00017	Yg:-130,0012
X:3,010017	Y:-13,07022		Xg:30,10017	Yg:-130,7022
X:3,020017	Y:-13,14052		Xg:30,20017	Yg:-131,4052
X:3,030017	Y:-13,21102		Xg:30,30017	Yg:-132,1102
X:3,040017	Y:-13,28172		Xg:30,40017	Yg:-132,8172
X:3,050017	Y:-13,35262		Xg:30,50017	Yg:-133,5262
X:3,060017	Y:-13,42372		Xg:30,60017	Yg:-134,2372
X:3,070017	Y:-13,49502		Xg:30,70017	Yg:-134,9502
X:3,080017	Y:-13,56652		Xg:30,80017	Yg:-135,6652
X:3,090017	Y:-13,63822		Xg:30,90017	Yg:-136,3822
X:3,100017	Y:-13,71012		Xg:31,00017	Yg:-137,1012
X:3,110017	Y:-13,78222		Xg:31,10017	Yg:-137,8222
X:3,120017	Y:-13,85452		Xg:31,20016	Yg:-138,5452
X:3,130017	Y:-13,92702		Xg:31,30017	Yg:-139,2702
X:3,140017	Y:-13,99972		Xg:31,40017	Yg:-139,9972
X:3,150017	Y:-14,07262		Xg:31,50017	Yg:-140,7262
X:3,160017	Y:-14,14572		Xg:31,60017	Yg:-141,4572
X:3,170017	Y:-14,21902		Xg:31,70016	Yg:-142,1902
X:3,180017	Y:-14,29252		Xg:31,80017	Yg:-142,9252
X:3,190017	Y:-14,36622		Xg:31,90017	Yg:-143,6622
X:3,200016	Y:-14,44012		Xg:32,00016	Yg:-144,4012
X:3,210016	Y:-14,51422		Xg:32,10017	Yg:-145,1422
X:3,220016	Y:-14,58852		Xg:32,20016	Yg:-145,8852
X:3,230016	Y:-14,66302		Xg:32,30016	Yg:-146,6302
X:3,240016	Y:-14,73772		Xg:32,40017	Yg:-147,3772
X:3,250016	Y:-14,81262		Xg:32,50016	Yg:-148,1262
X:3,260016	Y:-14,88772		Xg:32,60017	Yg:-148,8772
X:3,270016	Y:-14,96302		Xg:32,70016	Yg:-149,6302
X:3,280016	Y:-15,03852		Xg:32,80016	Yg:-150,3853
X:3,290016	Y:-15,11422		Xg:32,90017	Yg:-151,1422
X:3,300016	Y:-15,19012		Xg:33,00016	Yg:-151,9012
X:3,310016	Y:-15,26622		Xg:33,10016	Yg:-152,6622
X:3,320016	Y:-15,34253		Xg:33,20016	Yg:-153,4253
X:3,330016	Y:-15,41903		Xg:33,30016	Yg:-154,1902
X:3,340016	Y:-15,49573		Xg:33,40016	Yg:-154,9573
X:3,350016	Y:-15,57263		Xg:33,50016	Yg:-155,7263
X:3,360016	Y:-15,64973		Xg:33,60016	Yg:-156,4973
X:3,370016	Y:-15,72703		Xg:33,70016	Yg:-157,2703
X:3,380016	Y:-15,80453		Xg:33,80016	Yg:-158,0453
X:3,390016	Y:-15,88223		Xg:33,90016	Yg:-158,8223
X:3,400016	Y:-15,96013		Xg:34,00016	Yg:-159,6013
X:3,410016	Y:-16,03823		Xg:34,10016	Yg:-160,3823
X:3,420016	Y:-16,11653		Xg:34,20016	Yg:-161,1653
X:3,430016	Y:-16,19503		Xg:34,30016	Yg:-161,9503
X:3,440016	Y:-16,27373		Xg:34,40016	Yg:-162,7373
X:3,450016	Y:-16,35263		Xg:34,50016	Yg:-163,5263
X:3,460016	Y:-16,43173		Xg:34,60016	Yg:-164,3173
X:3,470016	Y:-16,51103		Xg:34,70016	Yg:-165,1103
X:3,480016	Y:-16,59053		Xg:34,80016	Yg:-165,9053
X:3,490016	Y:-16,67023		Xg:34,90016	Yg:-166,7023
X:3,500016	Y:-16,75013		Xg:35,00016	Yg:-167,5013
X:3,510016	Y:-16,83023		Xg:35,10016	Yg:-168,3023
X:3,520016	Y:-16,91053		Xg:35,20016	Yg:-169,1053
X:3,530016	Y:-16,99103		Xg:35,30016	Yg:-169,9103
X:3,540016	Y:-17,07173		Xg:35,40016	Yg:-170,7173
X:3,550016	Y:-17,15263		Xg:35,50016	Yg:-171,5263
X:3,560016	Y:-17,23373		Xg:35,60016	Yg:-172,3373
X:3,570016	Y:-17,31503		Xg:35,70016	Yg:-173,1503
X:3,580016	Y:-17,39653		Xg:35,80016	Yg:-173,9653
X:3,590016	Y:-17,47823		Xg:35,90016	Yg:-174,7823
X:3,600016	Y:-17,56013		Xg:36,00016	Yg:-175,6013
X:3,610016	Y:-17,64223		Xg:36,10016	Yg:-176,4223
X:3,620016	Y:-17,72453		Xg:36,20016	Yg:-177,2453
X:3,630016	Y:-17,80703		Xg:36,30016	Yg:-178,0703
X:3,640016	Y:-17,88973		Xg:36,40016	Yg:-178,8973
X:3,650016	Y:-17,97263		Xg:36,50016	Yg:-179,7263
X:3,660016	Y:-18,05573		Xg:36,60016	Yg:-180,5573
X:3,670016	Y:-18,13903		Xg:36,70016	Yg:-181,3904
X:3,680016	Y:-18,22253		Xg:36,80016	Yg:-182,2253
X:3,690016	Y:-18,30623		Xg:36,90016	Yg:-183,0623
X:3,700016	Y:-18,39013		Xg:37,00016	Yg:-183,9014
X:3,710016	Y:-18,47424		Xg:37,10016	Yg:-184,7424
X:3,720016	Y:-18,55853		Xg:37,20016	Yg:-185,5853
X:3,730016	Y:-18,64304		Xg:37,30016	Yg:-186,4304
X:3,740016	Y:-18,72774		Xg:37,40016	Yg:-187,2774
X:3,750016	Y:-18,81264		Xg:37,50016	Yg:-188,1264
X:3,760016	Y:-18,89774		Xg:37,60016	Yg:-188,9774
X:3,770016	Y:-18,98304		Xg:37,70016	Yg:-189,8304
X:3,780016	Y:-19,06854		Xg:37,80016	Yg:-190,6854
X:3,790016	Y:-19,15424		Xg:37,90016	Yg:-191,5424
X:3,800016	Y:-19,24014		Xg:38,00016	Yg:-192,4014
X:3,810016	Y:-19,32624		Xg:38,10016	Yg:-193,2624
X:3,820016	Y:-19,41254		Xg:38,20016	Yg:-194,1254
X:3,830016	Y:-19,49904		Xg:38,30016	Yg:-194,9904
X:3,840016	Y:-19,58574		Xg:38,40016	Yg:-195,8574
X:3,850016	Y:-19,67264		Xg:38,50016	Yg:-196,7264
X:3,860016	Y:-19,75974		Xg:38,60016	Yg:-197,5974
X:3,870016	Y:-19,84704		Xg:38,70016	Yg:-198,4704
X:3,880016	Y:-19,93454		Xg:38,80016	Yg:-199,3454
X:3,890016	Y:-20,02224		Xg:38,90016	Yg:-200,2224
X:3,900016	Y:-20,11014		Xg:39,00016	Yg:-201,1014
X:3,910016	Y:-20,19824		Xg:39,10016	Yg:-201,9824
X:3,920016	Y:-20,28654		Xg:39,20016	Yg:-202,8654
X:3,930016	Y:-20,37504		Xg:39,30016	Yg:-203,7504
X:3,940016	Y:-20,46374		Xg:39,40016	Yg:-204,6374
X:3,950016	Y:-20,55264		Xg:39,50016	Yg:-205,5264
X:3,960016	Y:-20,64174		Xg:39,60016	Yg:-206,4174
X:3,970016	Y:-20,73104		Xg:39,70016	Yg:-207,3104
X:3,980016	Y:-20,82054		Xg:39,80016	Yg:-208,2054
X:3,990016	Y:-20,91024		Xg:39,90016	Yg:-209,1024
X:4,000016	Y:-21,00014		Xg:40,00016	Yg:-210,0014
X:4,010016	Y:-21,09024		Xg:40,10016	Yg:-210,9024
X:4,020016	Y:-21,18055		Xg:40,20016	Yg:-211,8055
X:4,030016	Y:-21,27105		Xg:40,30016	Yg:-212,7105
X:4,040017	Y:-21,36175		Xg:40,40017	Yg:-213,6175
X:4,050017	Y:-21,45265		Xg:40,50017	Yg:-214,5265
X:4,060017	Y:-21,54376		Xg:40,60017	Yg:-215,4376
X:4,070017	Y:-21,63506		Xg:40,70017	Yg:-216,3506
X:4,080018	Y:-21,72656		Xg:40,80017	Yg:-217,2656
X:4,090018	Y:-21,81826		Xg:40,90018	Yg:-218,1826
X:4,100018	Y:-21,91017		Xg:41,00018	Yg:-219,1017
X:4,110018	Y:-22,00227		Xg:41,10018	Yg:-220,0227
X:4,120018	Y:-22,09457		Xg:41,20018	Yg:-220,9457
X:4,130019	Y:-22,18707		Xg:41,30019	Yg:-221,8707
X:4,140019	Y:-22,27978		Xg:41,40019	Yg:-222,7978
X:4,150019	Y:-22,37268		Xg:41,50019	Yg:-223,7268
X:4,160019	Y:-22,46578		Xg:41,60019	Yg:-224,6578
X:4,17002	Y:-22,55908		Xg:41,7002	Yg:-225,5908
X:4,18002	Y:-22,65259		Xg:41,8002	Yg:-226,5259
X:4,19002	Y:-22,74629		Xg:41,9002	Yg:-227,4629
X:4,20002	Y:-22,84019		Xg:42,0002	Yg:-228,4019
X:4,210021	Y:-22,93429		Xg:42,1002	Yg:-229,3429
X:4,220021	Y:-23,0286		Xg:42,20021	Yg:-230,286
X:4,230021	Y:-23,1231		Xg:42,30021	Yg:-231,231
X:4,240021	Y:-23,2178		Xg:42,40021	Yg:-232,178
X:4,250021	Y:-23,3127		Xg:42,50021	Yg:-233,127
X:4,260022	Y:-23,40781		Xg:42,60022	Yg:-234,0781
X:4,270022	Y:-23,50311		Xg:42,70022	Yg:-235,0311
X:4,280022	Y:-23,59861		Xg:42,80022	Yg:-235,9861
X:4,290022	Y:-23,69431		Xg:42,90022	Yg:-236,9431
X:4,300023	Y:-23,79022		Xg:43,00023	Yg:-237,9022
X:4,310023	Y:-23,88632		Xg:43,10023	Yg:-238,8632
X:4,320023	Y:-23,98262		Xg:43,20023	Yg:-239,8262
X:4,330023	Y:-24,07912		Xg:43,30023	Yg:-240,7912
X:4,340024	Y:-24,17583		Xg:43,40023	Yg:-241,7583
X:4,350024	Y:-24,27273		Xg:43,50024	Yg:-242,7273
X:4,360024	Y:-24,36983		Xg:43,60024	Yg:-243,6983
X:4,370024	Y:-24,46714		Xg:43,70024	Yg:-244,6714
X:4,380024	Y:-24,56464		Xg:43,80024	Yg:-245,6464
X:4,390025	Y:-24,66234		Xg:43,90025	Yg:-246,6234
X:4,400025	Y:-24,76024		Xg:44,00025	Yg:-247,6024
X:4,410025	Y:-24,85835		Xg:44,10025	Yg:-248,5835
X:4,420025	Y:-24,95665		Xg:44,20025	Yg:-249,5665
X:4,430026	Y:-25,05515		Xg:44,30025	Yg:-250,5515
X:4,440026	Y:-25,15385		Xg:44,40026	Yg:-251,5385
X:4,450026	Y:-25,25276		Xg:44,50026	Yg:-252,5276
X:4,460026	Y:-25,35186		Xg:44,60026	Yg:-253,5186
X:4,470026	Y:-25,45116		Xg:44,70026	Yg:-254,5116
X:4,480027	Y:-25,55067		Xg:44,80027	Yg:-255,5067
X:4,490027	Y:-25,65037		Xg:44,90027	Yg:-256,5037
X:4,500027	Y:-25,75027		Xg:45,00027	Yg:-257,5027
X:4,510027	Y:-25,85037		Xg:45,10027	Yg:-258,5038
X:4,520028	Y:-25,95068		Xg:45,20028	Yg:-259,5068
X:4,530028	Y:-26,05118		Xg:45,30028	Yg:-260,5118
X:4,540028	Y:-26,15188		Xg:45,40028	Yg:-261,5188
X:4,550028	Y:-26,25279		Xg:45,50028	Yg:-262,5279
X:4,560029	Y:-26,35389		Xg:45,60028	Yg:-263,5389
X:4,570029	Y:-26,45519		Xg:45,70029	Yg:-264,5519
X:4,580029	Y:-26,55669		Xg:45,80029	Yg:-265,567
X:4,590029	Y:-26,6584		Xg:45,90029	Yg:-266,584
X:4,600029	Y:-26,7603		Xg:46,00029	Yg:-267,603
X:4,61003	Y:-26,8624		Xg:46,1003	Yg:-268,624
X:4,62003	Y:-26,96471		Xg:46,2003	Yg:-269,6471
X:4,63003	Y:-27,06721		Xg:46,3003	Yg:-270,6721
X:4,64003	Y:-27,16991		Xg:46,4003	Yg:-271,6991
X:4,650031	Y:-27,27282		Xg:46,50031	Yg:-272,7281
X:4,660031	Y:-27,37592		Xg:46,60031	Yg:-273,7592
X:4,670031	Y:-27,47922		Xg:46,70031	Yg:-274,7922
X:4,680031	Y:-27,58272		Xg:46,80031	Yg:-275,8272
X:4,690032	Y:-27,68643		Xg:46,90031	Yg:-276,8643
X:4,700032	Y:-27,79033		Xg:47,00032	Yg:-277,9033
X:4,710032	Y:-27,89443		Xg:47,10032	Yg:-278,9443
X:4,720032	Y:-27,99874		Xg:47,20032	Yg:-279,9874
X:4,730032	Y:-28,10324		Xg:47,30032	Yg:-281,0324
X:4,740033	Y:-28,20794		Xg:47,40033	Yg:-282,0794
X:4,750033	Y:-28,31285		Xg:47,50033	Yg:-283,1284
X:4,760033	Y:-28,41795		Xg:47,60033	Yg:-284,1795
X:4,770033	Y:-28,52325		Xg:47,70033	Yg:-285,2325
X:4,780034	Y:-28,62876		Xg:47,80033	Yg:-286,2876
X:4,790034	Y:-28,73446		Xg:47,90034	Yg:-287,3446
X:4,800034	Y:-28,84036		Xg:48,00034	Yg:-288,4036
X:4,810034	Y:-28,94646		Xg:48,10034	Yg:-289,4647
X:4,820035	Y:-29,05277		Xg:48,20034	Yg:-290,5277
X:4,830035	Y:-29,15927		Xg:48,30035	Yg:-291,5927
X:4,840035	Y:-29,26597		Xg:48,40035	Yg:-292,6597
X:4,850035	Y:-29,37288		Xg:48,50035	Yg:-293,7288
X:4,860035	Y:-29,47998		Xg:48,60035	Yg:-294,7998
X:4,870036	Y:-29,58728		Xg:48,70036	Yg:-295,8728
X:4,880036	Y:-29,69479		Xg:48,80036	Yg:-296,9479
X:4,890036	Y:-29,80249		Xg:48,90036	Yg:-298,0249
X:4,900036	Y:-29,91039		Xg:49,00036	Yg:-299,1039
X:4,910037	Y:-30,0185		Xg:49,10036	Yg:-300,185
X:4,920037	Y:-30,1268		Xg:49,20037	Yg:-301,268
X:4,930037	Y:-30,2353		Xg:49,30037	Yg:-302,353
X:4,940037	Y:-30,34401		Xg:49,40037	Yg:-303,4401
X:4,950037	Y:-30,45291		Xg:49,50037	Yg:-304,5291
X:4,960038	Y:-30,56201		Xg:49,60038	Yg:-305,6201
X:4,970038	Y:-30,67131		Xg:49,70038	Yg:-306,7131
X:4,980038	Y:-30,78082		Xg:49,80038	Yg:-307,8082
X:4,990038	Y:-30,89052		Xg:49,90038	Yg:-308,9052
